93.073,62.944,30.007,715.85,910.73,5251.2
80.036,99.931,32.649,933.93,740.85,3638.6
96.352,69.983,72.602,897.67,659.3,2402.9
81.804,53.052,71.415,450.78,607.71,4603.8
82.209,35.496,75.104,992.8,885.37,6713.9
80.133,83.519,45.807,440.39,741.69,4659.4
108.24,30.662,33.002,975.86,638.65,8194.5
105.14,75.994,40.459,648.92,892.08,4821.2
77.708,41.123,61.613,434.62,403.57,5782.8
71.837,88.604,84.641,642.68,812.8,1061
77.063,53.442,92.58,986.82,446.08,3927.6
82.795,40.071,52.136,824.38,916.88,6170.9
85.586,55.913,60.021,593.98,505.8,3342.6
73.625,49.307,94.568,437.74,561.95,4819.1
84.661,77.684,97.945,706.62,948.67,2292
82.824,31.299,75.485,874.11,463.76,5423.6
85.963,46.577,44.091,514.09,720.57,6391
71.195,54.551,50.411,715.48,733.16,4515.5
94.882,97.286,89.397,701.5,914.24,1179.2
95.256,87.142,75.053,532.76,627.73,1609.6
96.312,41.521,53.289,759.03,982.57,8504.2
88.146,38.29,66.098,778.98,669.04,4242.1
73.344,67.847,98.143,433.17,594.45,4010.3
109.77,83.615,70.812,726.03,893.2,2060.7
91.996,81.877,73.44,553.07,745.59,2717.3
71.75,61.686,38.476,725.14,746.34,4114.9
75.781,35.172,65.903,876.45,915.41,6294.8
85.261,46.78,57.297,699.85,730.28,5478.5
101.86,84.775,65.184,867.9,456.91,3187.1
86.708,78.595,87.631,462.37,716.55,4262.6
86.347,37.746,92.218,736.73,983.05,6757.4
80.498,98.201,45.796,434.27,965.64,5678.1
75.5,51.871,41.281,943.5,988.56,9389.2
70.045,72.809,63.804,904.06,904.86,3298.9
77.965,98.101,67.787,812.23,952.87,2854
74.494,85.992,50.334,641.17,477.73,3534
83.938,31.815,67.528,840.74,928.77,6727.9
88.636,61.197,37.715,847.25,723.28,6359.7
76.669,54.206,98.496,814.53,444.94,3128.6
100.78,85.228,76.074,857.31,787.81,2137.6
73.941,33.136,66.2,931.76,419.28,6175.6
77.035,98.779,96.07,928.18,911.87,383.03
107.97,36.13,62.553,470.89,654.27,5960.5
71.8,91.701,72.473,565.68,829.16,2711.4
81.892,78.476,97.675,901.8,412.83,2567.4
70.231,57.827,85.823,475.82,518.05,3797.6
93.403,94.468,70.675,856.72,678.98,1656.7
86.37,76.82,71.254,815.95,994.63,6314.3
101.41,89.374,67.686,528.51,485.5,1087.9
94.355,65.712,56.162,836.95,663.88,3299
109.83,32.903,64.107,556.17,804.22,7501.1
101.8,78.706,51.622,550.52,556.88,1907.9
96.322,90.677,70.254,413.23,840.22,5278.1
98.078,42.492,31.556,907.95,930.9,8367.5
94.973,72.274,65.495,880.6,433.47,3805.3
80.939,93.504,81.743,975.19,815.59,373.61
87.766,49.736,31.503,700,992.04,9777.7
94.365,80.679,48.468,887.31,895.25,3394.2
101.15,64.454,73.188,590.01,470.44,2054.3
81.256,96.84,59.124,459.92,437.28,1977.6
88.31,64.746,45.938,768.2,929.56,4785
87.811,51.632,58.222,655.56,736.68,4333.4
104.37,42.263,39.963,570.17,512.26,4125.2
74.158,33.315,37.774,411.12,436.11,7120.6
91.031,92.359,88.844,923.15,525.77,1711
74.022,76.519,42.164,548.36,637.67,3193
72.077,64.989,50.564,858.05,949.55,6310.1
107.43,55.329,64.987,859.53,868.63,3905.5
81.684,84.23,39.639,995.36,923.14,5442.1
73.249,55.528,55.123,508.36,626.23,4350.2
80.194,39.281,51.575,517.92,506.2,4726.7
77.446,52.984,81.079,613.52,750.69,3885
87.736,66.663,37.625,946.03,796.74,5254.7
94.097,99.657,36.009,507.41,692.38,2437.2
74.797,93.867,68.14,720.5,425.21,3367.5
74.561,44.695,79.597,411.69,688.27,7485.9
76.658,72.214,77.392,409.09,866.46,7513.9
102.92,47.22,74.618,867.83,824.09,4410.8
91.439,87.663,36.85,861.6,815.13,4558.7
84.494,55.165,58.107,800.32,833.46,2175.9
106.48,99.191,70.49,825.86,722.69,2385.7
108.69,50.54,65.751,953.6,671.21,5120.5
77.739,86.661,94.551,782.53,581.49,372.92
103.14,87.544,99.359,694.29,928.6,2205
105.81,46.202,50.856,457.57,898.2,9078.7
106.37,85.251,34.712,558.38,894.04,5383.1
100.89,47.974,50.923,460.78,943.45,9191.5
106.61,36.687,52.858,451.66,907.38,10103
108.9,78.273,57.662,633.08,889.62,4568.2
85.94,39.778,41.2,741.74,959.61,8130.6
75.057,69.131,60.52,987.06,431.18,5333.9
77.15,55.075,45.042,734.15,619.24,4494
86.603,99.855,78.679,679.24,833.68,562.17
102.08,46.857,36.915,454.36,777.43,7802.1
77.681,91.497,48.834,664.11,690.79,2538.8
79.186,89.764,95.188,973.18,514.28,1904.3
102.71,48.069,79.508,627.41,510.02,3062.1
100.06,80.851,53.381,880.88,494.19,4265.9
98.797,48.841,95.178,940.15,844.3,4148.5
80.519,46.323,35.032,709.52,892.31,5415
102.08,30.084,80.743,586.39,408.93,3739.4
93.312,43.093,45.564,948.29,967.41,8953.4
76.723,91.459,53.026,506.13,802.34,3588.1
84.028,51.427,39.144,723.01,775.17,3908.5
108.99,75.97,34.117,571.81,614.75,2854.8
99.815,84.865,56.526,636.45,660.23,1934.6
104.31,49.593,70.943,839.27,452.05,3989.1
81.073,65.263,60.755,650.94,924.12,5394.5
98.624,70.4,56.065,779.91,824.32,1502.6
105.1,39.302,55.717,943.17,508.28,5666.8
83.535,77.723,93.007,507.98,472.25,2028.6
89.305,52.155,30.343,787.9,727.67,5580
108.85,48.274,98.89,517.33,594.18,3422.4
106.42,98.841,33.93,566.38,587.26,1527.8
74.075,43.874,80.498,732.08,650.67,4547.2
96.9,88.075,34.791,599.71,929.02,5673.7
84.172,59.386,42.185,606.17,618.43,3997
72.23,73.104,46.309,851.52,541.73,4745.1
99.615,30.391,63.606,875.72,631.43,5492.4
102.57,75.502,99.475,955.1,418.28,2093.1
99.833,46.03,80.052,809.06,422.28,3361.9
107.29,66.39,38.524,979.51,533.15,5166.1
93.914,41.275,99.584,570.25,610.18,3969.1
71.191,64.145,69.082,906.48,802.79,3512.2
93.643,90.065,30.468,557.88,715.13,2975.8
103.78,90.436,89.374,410.83,519.87,2029.1
93.141,98.649,76.171,455.49,851.07,3905.4
91.369,48.141,31.582,675.93,682.63,7686.9
81.273,72.378,42.856,552.97,407.56,3230.4
106.67,85.216,97.639,824.74,733.88,674.28
86.955,94.81,37.668,406.13,526.12,3260.9
85.314,40.926,87.648,675.74,988.88,7647.7
89.038,42.08,64.635,605.51,835.02,6126
89.117,56.298,49.445,434.22,957.66,8653.6
72.684,37.551,73.282,834.76,547.48,5104.2
83.436,54.515,43.391,418.9,923.9,9080.4
89.217,46.029,46.803,919.47,499,6178.6
82.563,51.964,42.386,686.85,449.16,6262.6
76.245,90.307,94.858,916.26,629.88,816.02
89.428,76.348,56.697,993.51,599.97,3834.1
97.971,75.938,86.504,806.2,526.26,1720.3
102.48,96.928,32.64,565.98,889.91,4455.9
100.89,72.614,70.371,529.59,566.56,2003.9
104.07,85.317,61.239,571.48,919.37,5236.5
92.278,86.343,77.398,819.12,625.39,408.64
80.989,44.946,59.048,966.56,957.56,8301.3
81.989,65.322,68.05,898.65,622.11,3320.1
90.545,46.363,71.409,803.16,711.53,2982
93.61,33.265,37.361,843.79,987.64,11542
76.336,91.063,96.951,844.01,440.46,1708.3
88.531,97.809,67.316,698.66,488.58,2247.3
91.004,32.233,84.669,525.14,729.44,6902.8
104.08,40.515,33.182,418.78,973.35,10267
85.459,58.207,78.604,686.23,518.43,3539
107.2,43.747,83.771,816.07,740.42,2986.8
90.984,79.233,56.172,692.98,661.24,2098.2
88.05,83.988,91.048,857.51,682.45,697.98
89.865,82.641,34.435,800.47,423.13,4243.7
83.497,83.389,86.708,686.32,503.63,2308.3
78.263,33.382,39.67,788.25,515.01,6605.4
103.6,99.363,31.688,554.38,744.36,2572.5
94.827,31.547,93.818,610.45,795.33,6245.9
84.712,78.282,98.872,504.77,767.62,3883.4
89.651,97.334,64.725,695.49,746.72,618.86
84.198,80.9,51.39,713.36,451.82,4271.9
78.17,66.909,58.481,614.76,985.84,7557.4
74.82,47.753,32.973,521.7,948.58,9242.6
79.712,67.967,72.043,850.17,474.84,3866.2
86.983,32.79,69.387,643.44,954.42,9425.7
97.244,93.533,74.703,416.46,787.4,3885.9
86.254,30.041,32.682,959.67,561.93,7589.7
70.344,95.79,58.043,625.98,971.61,4432.7
93.252,86.667,35.686,729.38,922.86,3757.4
71.887,76.634,86.805,565.55,976.1,5856
91.216,66.536,67.996,400.12,588.53,4593.5
102.41,81.313,99.297,796.76,847.55,716.49
97.393,40.952,92.767,440.32,477.88,4244.3
87.586,34.628,49.456,950,448.04,6757.2
101.84,52.315,80.86,749.76,424.9,2866.7
83.789,54.083,87.989,659.38,679.46,4207.2
104.43,40.497,66.585,834.25,723.61,4512.6
81.382,82.251,72.216,620.61,923.3,4455.4
92.833,30.202,41.567,953,418.82,7490.3
101.52,57.839,31.242,597.84,810.66,5443.7
74.245,97.332,66.724,450.84,867.77,4417.4
86.121,84.379,88.45,849.66,842.55,678.67
98.992,84.572,53.956,575.23,765.42,2686.5
73.097,82.79,78.322,496,508.04,2273.8
103.66,52.053,73.923,503.93,776.16,6258.9
82.433,64.42,34.744,747.7,603.94,4130.8
90.527,85.496,59.686,512.32,810.8,3900.9
77.138,77.939,61.703,717.68,688.99,1990.7
104.15,47.137,31.824,428.76,483.32,4827
86.696,43.547,31.695,982.71,894.77,7925.7
84.822,67.129,63.849,923.51,494.88,4406.9
89.393,39.896,97.904,922.67,603.72,3665.1
99.636,56.473,81.516,435.51,852.06,8119
94.139,71.326,57.471,773.27,900.32,2789.1
108.66,97.972,81.955,424.5,925.73,5494.2
81.774,77.465,34.86,537.32,519.82,2918.9
101.76,71.838,37.751,611.61,504.8,2924.7
96.523,78.485,61.149,757.44,651.07,1625.6
